"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-25 ~ 2026-05-24"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"15182","서울특별시 구로구 신도림동","642","0642","0000","대림2","59.8800","202603","11","117,000","-","2","개인","개인","2001","신도림로 16","-","중개거래","서울 구로구","-"
"15183","서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","79.7770","202603","11","128,000","113","11","개인","개인","2002","도신로29길 28","-","직거래","-","26.04.07"
"15184","서울특별시 강서구 공항동","1398","1398","0000","더트루엘마곡HQ","48.3293","202603","11","64,400","-","13","개인","법인","2024","공항대로 67","-","직거래","-","-"
"15185","서울특별시 영등포구 문래동6가","45","0045","0000","현대2차","41.0400","202603","11","76,500","-","12","개인","개인","1987","문래로4길 6","-","중개거래","서울 영등포구","-"
"15186","서울특별시 구로구 개봉동","481","0481","0000","현대","84.9900","202603","11","92,500","-","13","개인","개인","2001","개봉로20길 6","-","중개거래","서울 구로구","-"
"15187","서울특별시 구로구 천왕동","279-2","0279","0002","천왕이펜하우스2단지","84.9700","202603","11","84,000","-","4","개인","개인","2011","천왕로 92","-","중개거래","서울 구로구","-"
"15188","서울특별시 구로구 구로동","1280","1280","0000","한신휴플러스(1280-0)","50.1700","202603","11","70,000","103","11","개인","개인","2007","디지털로31길 120","-","중개거래","서울 구로구","26.05.12"
"15189","서울특별시 구로구 구로동","1265","1265","0000","구로두산","44.6400","202603","11","52,000","103","22","개인","개인","1998","도림로 59","-","중개거래","서울 구로구","26.05.14"
"15190","서울특별시 구로구 구로동","1256","1256","0000","구로현대","63.9800","202603","11","67,200","-","2","개인","개인","1992","디지털로 319","-","중개거래","서울 구로구","-"
"15191","서울특별시 구로구 구로동","685-147","0685","0147","현대상선","79.9800","202603","11","69,700","-","10","개인","개인","1987","구일로10길 53","-","중개거래","서울 구로구","-"
"15192","서울특별시 구로구 개봉동","475","0475","0000","영화","59.7800","202603","11","64,000","101","19","개인","개인","1998","경인로40길 11","-","중개거래","서울 구로구","26.05.07"
"15193","서울특별시 구로구 구로동","1267","1267","0000","신도림태영타운","84.8700","202603","11","139,500","105","16","개인","개인","2000","새말로 93","-","중개거래","서울 구로구","26.05.08"
"15194","서울특별시 구로구 오류동","108-76","0108","0076","유한수목원","74.6100","202603","11","40,000","유한수목원아파트","6","개인","개인","2008","경인로2길 51","-","중개거래","서울 구로구","26.04.30"
"15195","서울특별시 강서구 방화동","832","0832","0000","청솔","49.2000","202603","11","64,000","303","14","개인","개인","1994","방화대로47길 55","-","중개거래","서울 강서구","26.05.14"
"15196","서울특별시 성북구 하월곡동","222","0222","0000","월곡두산위브","59.8550","202603","11","91,000","112","14","개인","개인","2003","오패산로 46","-","중개거래","서울 성북구","26.04.30"
"15197","서울특별시 동대문구 장안동","354-2","0354","0002","래미안장안","84.7740","202603","11","124,000","-","12","개인","개인","2003","장한로14길 81","-","중개거래","서울 동대문구","-"
"15198","서울특별시 동대문구 장안동","381-3","0381","0003","한강훼미리주상복합아파트","76.3400","202603","11","60,000","-","13","개인","기타","2009","한천로24길 74-8","-","중개거래","서울 동대문구","-"
"15199","서울특별시 성북구 정릉동","1021","1021","0000","대우","43.1100","202603","11","32,350","105","2","개인","개인","2001","보국문로30길 15","-","중개거래","서울 성북구","26.05.19"
"15200","서울특별시 성북구 하월곡동","225","0225","0000","래미안월곡","114.6780","202603","11","114,400","-","1","개인","개인","2006","오패산로 90","-","중개거래","서울 성북구","-"
"15201","서울특별시 성북구 돈암동","609-1","0609","0001","한진(609-1)","59.5800","202603","11","76,000","-","3","개인","개인","1998","성북로4길 52","-","중개거래","서울 성북구","-"
"15202","서울특별시 중랑구 신내동","657","0657","0000","신내9진흥","49.9300","202603","11","53,500","905","9","개인","개인","1996","신내로 127","-","중개거래","서울 중랑구","26.05.06"
"15203","서울특별시 중랑구 상봉동","1","0001","0000","건영1","84.9600","202603","11","65,500","-","3","개인","개인","1997","봉화산로48길 62","-","중개거래","서울 중랑구","-"
"15204","서울특별시 중랑구 면목동","727-302","0727","0302","포르투나","51.9900","202603","11","59,500","-","5","개인","개인","2024","동일로 489","-","직거래","-","26.05.08"
"15205","서울특별시 중랑구 면목동","1537","1537","0000","용마산하늘채","114.9903","202603","11","119,000","101","4","개인","개인","2015","용마산로 210","-","중개거래","서울 중랑구","26.05.08"
"15206","서울특별시 중랑구 신내동","795","0795","0000","새한","84.4000","202603","11","60,000","101","2","개인","개인","1998","용마산로 616","-","중개거래","서울 중랑구","26.05.06"
"15207","서울특별시 중랑구 망우동","573","0573","0000","신원","84.1200","202603","11","54,300","101","2","개인","개인","1999","망우로 504-7","-","중개거래","서울 중랑구","26.04.30"
"15208","서울특별시 중랑구 면목동","1514","1514","0000","풍림","84.6400","202603","11","64,200","-","6","개인","개인","1997","망우로26길 43","-","중개거래","서울 중랑구","26.05.15"
"15209","서울특별시 중랑구 면목동","494","0494","0000","용마금호타운","84.9000","202603","11","74,000","-","7","개인","개인","1992","용마산로 348","-","중개거래","서울 중랑구","-"
"15210","서울특별시 중랑구 상봉동","484","0484","0000","엘지,쌍용아파트","68.1200","202603","11","67,000","1302","4","개인","개인","1996","봉화산로 130","-","중개거래","서울 중랑구","26.04.30"
"15211","서울특별시 성북구 상월곡동","55-56","0055","0056","우남푸르미아","59.6400","202603","11","54,800","102","10","개인","개인","1994","화랑로15길 4","-","중개거래","서울 성북구","26.05.13"
"15212","서울특별시 중랑구 중화동","450","0450","0000","한신아파트상가동유치원동(103~109)","59.7600","202603","11","61,400","105","9","개인","개인","1998","동일로 752","-","직거래","-","26.03.20"
"15213","서울특별시 중랑구 면목동","193-1","0193","0001","면목한신","44.5000","202603","11","45,000","-","14","개인","개인","1988","중랑천로 20","-","중개거래","서울 중랑구","-"
"15214","서울특별시 성북구 종암동","128","0128","0000","극동","84.9600","202603","11","77,150","-","3","개인","개인","2000","북악산로29길 67","-","중개거래","서울 성북구","-"
"15215","서울특별시 성북구 종암동","80","0080","0000","래미안크리시엘","59.9900","202603","11","94,000","-","13","개인","개인","2004","종암로25길 30","-","중개거래","서울 성북구","-"
"15216","서울특별시 성북구 정릉동","210","0210","0000","정릉푸른마을동아","114.8100","202603","11","78,000","-","7","개인","개인","2003","서경로 31","-","중개거래","서울 성북구","-"
"15217","서울특별시 성북구 돈암동","637","0637","0000","성일우리미","84.9500","202603","11","67,500","-","14","개인","개인","2004","정릉로52길 46","-","중개거래","서울 성북구","-"
"15218","서울특별시 성북구 길음동","1279","1279","0000","길음뉴타운1단지(래미안길음1차)","59.9900","202603","11","108,500","-","3","개인","개인","2003","길음로9길 40","-","중개거래","서울 성북구","-"
"15219","서울특별시 중랑구 신내동","397","0397","0000","동성1","59.4000","202603","11","53,300","-","10","개인","개인","1997","신내로 128","20260330","중개거래","서울 중랑구","-"
"15220","서울특별시 성북구 길음동","1288","1288","0000","래미안길음센터피스","59.9700","202603","11","149,500","-","11","개인","개인","2019","숭인로 50","-","중개거래","서울 강북구, 서울 성북구","-"
"15221","서울특별시 중랑구 신내동","618","0618","0000","동성3","84.0800","202603","11","72,000","-","12","개인","개인","1997","신내로 110","-","중개거래","서울 중랑구","-"
"15222","서울특별시 중랑구 신내동","657","0657","0000","신내9진흥","39.8400","202603","11","36,000","-","9","개인","개인","1996","신내로 127","-","중개거래","서울 중랑구","-"
"15223","서울특별시 동대문구 이문동","225","0225","0000","대림e-편한세상","59.9580","202603","11","107,500","107","23","개인","개인","2003","한천로63길 10","-","중개거래","서울 동대문구","26.05.20"
"15224","서울특별시 도봉구 창동","805","0805","0000","동아그린","59.9600","202603","11","71,000","-","8","개인","개인","1996","노해로63다길 34","-","중개거래","서울 도봉구","-"
"15225","서울특별시 노원구 상계동","740","0740","0000","상계주공2(고층)","32.3900","202603","11","36,000","204","2","개인","개인","1987","동일로215길 23","-","중개거래","서울 노원구","26.05.08"
"15226","서울특별시 성북구 석관동","405","0405","0000","코오롱","114.8400","202603","11","84,000","106","19","개인","개인","1999","한천로 509","-","중개거래","서울 성북구","26.05.04"
"15227","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","41.3000","202603","11","55,300","305동","5","개인","개인","1990","해등로 50","-","중개거래","서울 도봉구","26.05.07"
"15228","서울특별시 도봉구 창동","743-15","0743","0015","성원상떼빌","84.9900","202603","11","66,000","101","11","개인","개인","2001","마들로16길 56","-","중개거래","서울 성북구","26.04.27"
"15229","서울특별시 강북구 미아동","461","0461","0000","송천센트레빌","114.4750","202603","11","127,000","202","13","개인","개인","2010","숭인로 39","-","중개거래","서울 강북구, 서울 성북구","26.05.15"
"15230","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","84.7600","202603","11","72,700","119","7","개인","개인","2004","솔샘로 174","-","중개거래","서울 강북구","26.04.30"
"15231","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","41.3000","202603","11","54,000","703","1","개인","개인","1988","동일로 1456","-","중개거래","서울 노원구","26.05.11"
"15232","서울특별시 노원구 상계동","740","0740","0000","상계주공2(고층)","58.0100","202603","11","74,800","218","11","개인","개인","1987","동일로215길 23","-","중개거래","서울 노원구, 서울 양천구","26.05.12"
"15233","서울특별시 노원구 상계동","626","0626","0000","상계주공14(고층)","45.5500","202603","11","40,000","1426","4","개인","개인","1989","수락산로 174","-","중개거래","서울 노원구","26.05.14"
"15234","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","41.3000","202603","11","59,000","606","7","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","26.05.15"
"15235","서울특별시 노원구 상계동","1255","1255","0000","은빛1단지","49.7700","202603","11","44,900","109","15","개인","개인","1998","동일로245길 162","-","중개거래","서울 노원구","26.05.20"
