"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-25 ~ 2026-05-24"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"43053","서울특별시 마포구 성산동","446","0446","0000","성산시영(대우)","50.0300","202510","11","127,000","24","12","개인","개인","1986","월드컵북로 235","-","중개거래","서울 마포구","26.03.27"
"43054","서울특별시 마포구 토정동","138","0138","0000","한강삼성","59.7600","202510","11","151,000","102","4","개인","개인","1997","토정로32길 11","-","중개거래","경기 남양주시, 서울 마포구","26.02.27"
"43055","서울특별시 마포구 토정동","138","0138","0000","한강삼성","59.7600","202510","11","151,000","-","4","개인","개인","1997","토정로32길 11","20251021","중개거래","서울 마포구","-"
"43056","서울특별시 강서구 가양동","1475","1475","0000","강변","39.6000","202510","11","68,000","310","5","개인","개인","1992","허준로 139","-","중개거래","서울 강서구","26.01.06"
"43057","서울특별시 마포구 성산동","446","0446","0000","성산시영(선경)","50.5400","202510","11","140,000","21","10","개인","개인","1986","월드컵북로 235","-","중개거래","서울 마포구","25.10.31"
"43058","서울특별시 마포구 성산동","446","0446","0000","성산시영(대우)","50.0300","202510","11","122,000","32","12","개인","개인","1986","월드컵북로 260","-","중개거래","서울 마포구","25.10.29"
"43059","서울특별시 마포구 성산동","446","0446","0000","성산시영(선경)","50.5400","202510","11","130,000","18","2","개인","개인","1986","월드컵북로 235","-","중개거래","서울 마포구, 서울 서초구","26.01.30"
"43060","서울특별시 강서구 가양동","1461","1461","0000","가양2단지(성지)","49.5600","202510","11","84,500","209","7","개인","개인","1992","허준로 47","-","중개거래","서울 강서구","25.11.26"
"43061","서울특별시 마포구 연남동","259-1","0259","0001","대명","59.9900","202510","11","77,000","-","2","개인","개인","1995","동교로39길 11","-","중개거래","서울 마포구","25.12.29"
"43062","서울특별시 마포구 망원동","516","0516","0000","망원동동원데쟈뷰","111.8900","202510","11","105,000","101","9","개인","개인","2008","방울내로9안길 57","-","중개거래","서울 마포구","26.03.27"
"43063","서울특별시 마포구 망원동","500","0500","0000","한강1차대주피오레","79.3800","202510","11","80,000","한강1차대주파크빌101","1","개인","개인","2003","동교로3길 67","-","중개거래","서울 마포구","25.11.14"
"43064","서울특별시 마포구 망원동","433-3","0433","0003","성신","48.3000","202510","11","41,500","다","3","개인","개인","1976","포은로 147","-","중개거래","서울 마포구","25.12.01"
"43065","서울특별시 마포구 서교동","487","0487","0000","대우미래사랑","34.2900","202510","11","31,000","-","8","개인","개인","2005","월드컵북로5나길 18","-","중개거래","서울 마포구","25.12.05"
"43066","서울특별시 마포구 신정동","30","0030","0000","서강GS","59.9800","202510","11","134,700","102","11","개인","개인","1999","창전로 26","-","중개거래","서울 마포구","26.01.23"
"43067","서울특별시 마포구 신정동","30","0030","0000","서강GS","59.9800","202510","11","135,000","101","9","개인","개인","1999","창전로 26","-","중개거래","서울 마포구","25.12.30"
"43068","서울특별시 마포구 염리동","533","0533","0000","마포자이더센트리지(102동~112동)","84.8660","202510","11","240,000","103","22","개인","개인","2022","숭문길 98","-","중개거래","서울 마포구","25.12.30"
"43069","서울특별시 마포구 창전동","439","0439","0000","신촌태영데시앙","84.9700","202510","11","123,000","105","3","개인","개인","2003","서강로9길 45","-","중개거래","서울 마포구","26.03.30"
"43070","서울특별시 마포구 창전동","439","0439","0000","신촌태영데시앙","84.9700","202510","11","123,000","-","3","개인","개인","2003","서강로9길 45","20251021","중개거래","서울 마포구","-"
"43071","서울특별시 마포구 창전동","442","0442","0000","서강오벨리스크스위트","84.9600","202510","11","125,000","102","7","개인","개인","2007","창전로 45","-","중개거래","서울 마포구","26.02.03"
"43072","서울특별시 강서구 염창동","295","0295","0000","성원","59.9100","202510","11","73,000","101","3","개인","개인","2001","양천로69길 65","-","중개거래","서울 강서구","26.03.10"
"43073","서울특별시 마포구 현석동","222","0222","0000","강변힐스테이트","114.9900","202510","11","195,000","104동","13","개인","개인","2004","신수로 15","-","중개거래","서울 마포구","25.12.31"
"43074","서울특별시 마포구 현석동","225","0225","0000","래미안웰스트림","84.9800","202510","11","267,000","108","22","개인","개인","2016","토정로18길 11","-","중개거래","서울 강서구, 서울 마포구","26.01.30"
"43075","서울특별시 강서구 염창동","281-22","0281","0022","염창1차한화꿈에그린","124.9600","202510","11","166,000","101","18","개인","개인","2005","공항대로75길 17","-","중개거래","서울 강서구","26.02.27"
"43076","서울특별시 강서구 염창동","299","0299","0000","강변힐스테이트","84.9900","202510","11","126,000","101","13","개인","개인","2005","양천로75길 19","-","중개거래","서울 강서구","26.02.27"
"43077","서울특별시 강서구 염창동","271-4","0271","0004","염창2차보람","59.8700","202510","11","70,000","201","11","개인","개인","2005","공항대로59다길 61","-","중개거래","서울 강서구","25.12.23"
"43078","서울특별시 마포구 용강동","380","0380","0000","마포용강삼성래미안","84.2000","202510","11","220,000","109","14","개인","개인","2003","큰우물로 28","-","중개거래","서울 마포구","26.01.09"
"43079","서울특별시 강서구 화곡동","1165","1165","0000","강서힐스테이트","59.9900","202510","11","123,000","129","3","개인","개인","2015","우현로 67","-","중개거래","서울 강서구","26.01.28"
"43080","서울특별시 강서구 화곡동","1159","1159","0000","우장산아이파크,이편한세상","84.9700","202510","11","140,000","120","19","개인","개인","2008","강서로 266","-","중개거래","서울 강서구","26.01.28"
"43081","서울특별시 강서구 가양동","448-1","0448","0001","가양강나루현대","59.7600","202510","11","95,000","105","14","개인","개인","1999","양천로 507","-","중개거래","서울 강서구","26.01.09"
"43082","서울특별시 강서구 가양동","1459","1459","0000","동신대아","164.2500","202510","11","166,500","105","7","개인","개인","1993","강서로 532","-","중개거래","서울 강서구","26.03.13"
"43083","서울특별시 강서구 가양동","448-1","0448","0001","가양강나루현대","84.9800","202510","11","109,000","109","4","개인","개인","1999","양천로 507","-","중개거래","서울 강서구","26.03.20"
"43084","서울특별시 마포구 상암동","1743","1743","0000","상암월드컵파크12단지","59.7300","202510","11","87,000","1203","3","개인","개인","2010","월드컵북로 502-7","-","중개거래","서울 마포구","26.03.20"
"43085","서울특별시 양천구 목동","768-5","0768","0005","금호아파트(768)","59.6700","202510","11","74,700","101","7","개인","개인","1995","목동중앙남로3길 11","-","중개거래","서울 양천구","25.11.07"
"43086","서울특별시 양천구 목동","941","0941","0000","대원칸타빌2","84.9800","202510","11","145,000","204","11","개인","개인","2003","목동중앙로 11","-","중개거래","서울 양천구","26.02.26"
"43087","서울특별시 양천구 목동","951","0951","0000","금호어울림","84.9900","202510","11","134,000","103","9","개인","개인","2004","목동중앙서로 37","-","중개거래","서울 양천구","26.02.27"
"43088","서울특별시 양천구 목동","903","0903","0000","목동신시가지3","95.0300","202510","11","300,000","316","4","개인","개인","1986","목동서로 100","-","중개거래","서울 양천구","26.01.16"
"43089","서울특별시 마포구 공덕동","188-108","0188","0108","마포현대","59.9500","202510","11","137,000","-","13","개인","개인","1988","마포대로11길 84","-","중개거래","서울 마포구","-"
"43090","서울특별시 마포구 공덕동","370-9","0370","0009","공덕현대","51.6200","202510","11","125,000","101","4","개인","개인","1989","마포대로11길 73","-","중개거래","서울 마포구","25.12.05"
"43091","서울특별시 강서구 화곡동","1145","1145","0000","우장산롯데캐슬","134.9900","202510","11","134,000","301","9","개인","개인","2003","공항대로 382","-","중개거래","서울 강서구","26.02.06"
"43092","서울특별시 마포구 상암동","1743","1743","0000","상암월드컵파크12단지","59.7300","202510","11","87,000","1203","3","개인","개인","2010","월드컵북로 502-7","-","중개거래","서울 마포구","26.03.20"
"43093","서울특별시 강서구 화곡동","1159","1159","0000","우장산아이파크,이편한세상","84.9700","202510","11","142,000","142","16","개인","개인","2008","강서로 266","-","중개거래","서울 강서구","26.02.25"
"43094","서울특별시 강서구 화곡동","1173","1173","0000","우장산숲아이파크","74.9982","202510","11","125,000","106","8","개인","개인","2022","화곡로31다길 20","-","중개거래","서울 강서구","25.12.31"
"43095","서울특별시 마포구 상암동","1655","1655","0000","상암월드컵파크4단지","84.7600","202510","11","147,000","406","17","개인","개인","2006","상암산로1길 24","-","중개거래","서울 마포구, 서울 은평구","25.10.14"
"43096","서울특별시 마포구 마포동","253","0253","0000","마포쌍용황금아파트","59.9000","202510","11","103,500","105","1","개인","개인","2000","마포대로4라길 30","-","중개거래","서울 마포구","26.03.31"
"43097","서울특별시 마포구 염리동","532","0532","0000","마포프레스티지자이","84.9654","202510","11","285,500","108","25","개인","개인","2021","대흥로24길 24","-","중개거래","서울 마포구","26.04.23"
"43098","서울특별시 노원구 공릉동","747","0747","0000","두산힐스빌아파트","60.0000","202510","11","70,600","-","22","개인","개인","2000","공릉로 126","20251129","중개거래","서울 노원구","-"
"43099","서울특별시 노원구 하계동","271-3","0271","0003","극동","84.9100","202510","11","80,000","2","3","개인","개인","1988","섬밭로 229","-","중개거래","서울 노원구","25.12.29"
"43100","서울특별시 노원구 하계동","270","0270","0000","현대","84.9500","202510","11","107,800","103","13","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","26.01.09"
"43101","서울특별시 노원구 하계동","270","0270","0000","우성","127.2200","202510","11","127,500","109","4","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","26.01.12"
"43102","서울특별시 강북구 번동","191","0191","0000","기산그린","84.9400","202510","11","50,500","101","4","개인","개인","2000","월계로37길 137","-","중개거래","서울 강북구, 서울 성북구","25.11.14"
"43103","서울특별시 노원구 월계동","13","0013","0000","삼호3","59.2200","202510","11","86,000","29","3","개인","개인","1986","마들로 111","-","중개거래","서울 노원구","26.01.13"
"43104","서울특별시 노원구 월계동","13","0013","0000","미성","50.1400","202510","11","70,000","14","1","개인","개인","1986","마들로 59","-","중개거래","서울 노원구","26.01.22"
"43105","서울특별시 노원구 상계동","1275","1275","0000","청암1단지","84.8000","202510","11","68,500","105","7","개인","개인","2001","덕릉로112길 24","-","중개거래","서울 노원구","25.12.02"
"43106","서울특별시 성북구 장위동","322-22","0322","0022","장위지웰에스테이트","39.6530","202510","11","40,000","101","7","개인","개인","2022","한천로 660-16","-","중개거래","서울 성북구","25.11.17"
"43107","서울특별시 노원구 상계동","765","0765","0000","상계주공1(고층)","41.3000","202510","11","44,800","103","12","개인","개인","1988","동일로213길 21","-","중개거래","서울 노원구","26.02.23"
"43108","서울특별시 노원구 상계동","765","0765","0000","상계주공1(고층)","59.2000","202510","11","52,400","124","2","개인","개인","1988","덕릉로 459-21","-","중개거래","서울 노원구","25.12.23"
"43109","서울특별시 노원구 상계동","670","0670","0000","상계주공9(고층)","58.0100","202510","11","55,000","911","8","개인","개인","1988","노원로 532","-","중개거래","서울 노원구","25.12.23"
"43110","서울특별시 노원구 하계동","256-5","0256","0005","한신동성","138.2900","202510","11","90,000","1","11","개인","개인","1993","한글비석로 151","-","중개거래","서울 강북구, 서울 노원구","26.02.25"
"43111","서울특별시 노원구 공릉동","715","0715","0000","시영3차(라이프)아파트","39.6000","202510","11","35,900","301","10","개인","개인","1994","섬밭로 123","-","중개거래","서울 노원구","25.12.05"
"43112","서울특별시 노원구 공릉동","81","0081","0000","태강아파트(아이파크)","49.6000","202510","11","52,700","1014","13","개인","개인","1999","공릉로34길 62","-","중개거래","서울 노원구","25.12.15"
"43113","서울특별시 노원구 공릉동","747","0747","0000","두산힐스빌아파트","60.0000","202510","11","68,000","104","18","개인","개인","2000","공릉로 126","-","중개거래","서울 노원구","25.12.17"
"43114","서울특별시 노원구 공릉동","737","0737","0000","삼익포레스트아파트","51.0300","202510","11","43,800","107","8","개인","개인","1995","공릉로46길 32","-","중개거래","서울 노원구","25.10.17"
"43115","서울특별시 노원구 공릉동","106","0106","0000","공릉해링턴플레이스","134.9140","202510","11","113,000","309","7","개인","개인","2000","노원로 62","-","중개거래","서울 노원구","26.02.20"
"43116","서울특별시 노원구 공릉동","725","0725","0000","풍림아파트A","84.9900","202510","11","84,200","103","2","개인","개인","2001","섬밭로 139","-","중개거래","서울 노원구","25.12.29"
"43117","서울특별시 노원구 공릉동","747","0747","0000","두산힐스빌아파트","60.0000","202510","11","68,000","-","18","개인","개인","2000","공릉로 126","20251106","중개거래","서울 노원구","-"
"43118","서울특별시 노원구 공릉동","747","0747","0000","두산힐스빌아파트","60.0000","202510","11","70,600","104","22","개인","개인","2000","공릉로 126","-","중개거래","서울 노원구","26.01.09"
"43119","서울특별시 노원구 상계동","680","0680","0000","포레나노원","59.9428","202510","11","92,000","-","10","개인","개인","2020","노원로38길 76","20251020","중개거래","서울 노원구","-"
"43120","서울특별시 노원구 상계동","765","0765","0000","상계주공1(고층)","32.3900","202510","11","35,000","103","8","개인","개인","1988","동일로213길 21","-","중개거래","서울 노원구","25.12.18"
"43121","서울특별시 노원구 상계동","1110","1110","0000","두산","59.9700","202510","11","50,000","103","11","개인","개인","1994","동일로241길 53","-","중개거래","서울 노원구","26.01.27"
"43122","서울특별시 노원구 상계동","721","0721","0000","상계주공5(저층)","31.9800","202510","11","56,500","503","2","개인","개인","1987","동일로216길 47","-","중개거래","서울 노원구","25.11.21"
"43123","서울특별시 노원구 상계동","740","0740","0000","상계주공2(고층)","41.3000","202510","11","44,700","203","9","개인","개인","1987","동일로215길 23","-","중개거래","서울 노원구","25.11.24"
"43124","서울특별시 노원구 상계동","721","0721","0000","상계주공5(저층)","31.9800","202510","11","59,900","517","4","개인","개인","1987","동일로216길 47","-","중개거래","서울 노원구","25.11.24"
"43125","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","58.0100","202510","11","72,000","323","14","개인","개인","1987","동일로215길 48","-","중개거래","서울 노원구","25.11.25"
"43126","서울특별시 노원구 상계동","1410","1410","0000","노원롯데캐슬시그니처","59.9960","202510","11","86,950","106","15","개인","개인","2023","덕릉로 753","-","중개거래","서울 강북구, 서울 노원구","25.12.30"
"43127","서울특별시 노원구 상계동","1410","1410","0000","노원롯데캐슬시그니처","59.9960","202510","11","86,950","-","15","개인","개인","2023","덕릉로 753","20251011","중개거래","서울 노원구","-"
"43128","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","41.3000","202510","11","54,000","606","12","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","26.02.25"
"43129","서울특별시 노원구 상계동","680","0680","0000","포레나노원","59.9866","202510","11","88,000","204","11","개인","개인","2020","노원로38길 10","-","중개거래","서울 노원구","25.10.14"
"43130","서울특별시 노원구 상계동","740","0740","0000","상계주공2(고층)","32.3900","202510","11","38,800","204","7","개인","개인","1987","동일로215길 23","-","중개거래","서울 노원구","25.12.15"
"43131","서울특별시 강북구 미아동","812","0812","0000","삼성래미안트리베라2단지","59.3800","202510","11","78,700","202","15","개인","개인","2010","삼양로27길 19","-","중개거래","서울 강북구, 서울 마포구","26.01.14"
"43132","서울특별시 강북구 미아동","1355","1355","0000","미아한일유앤아이","84.5520","202510","11","71,000","106","16","개인","개인","2002","월계로21가길 41","-","중개거래","서울 강북구","26.01.05"
"43133","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","59.9800","202510","11","63,000","114","23","개인","개인","2004","솔샘로 174","-","중개거래","서울 강북구, 서울 성동구","25.12.29"
"43134","서울특별시 강북구 미아동","1353","1353","0000","에스케이북한산시티","84.8600","202510","11","64,000","145","13","개인","개인","2004","솔샘로 174","-","중개거래","서울 강남구, 서울 성북구","25.12.29"
"43135","서울특별시 강북구 미아동","474","0474","0000","미아동부센트레빌","59.9600","202510","11","84,000","103","6","개인","개인","2006","숭인로7가길 37","-","중개거래","서울 강북구","25.12.23"
"43136","서울특별시 강북구 미아동","1357","1357","0000","삼각산아이원","84.7050","202510","11","71,000","119","2","개인","개인","2003","삼양로19길 113","-","중개거래","서울 강북구","26.02.02"
"43137","서울특별시 노원구 상계동","637","0637","0000","상계주공13(고층)","41.3000","202510","11","37,350","1301","8","개인","개인","1989","한글비석로54길 92","-","중개거래","서울 노원구","26.02.25"
"43138","서울특별시 노원구 상계동","647","0647","0000","상계주공12(고층)","41.3000","202510","11","39,000","1204","11","개인","개인","1988","한글비석로 530","-","중개거래","서울 노원구","25.12.08"
"43139","서울특별시 노원구 상계동","1317","1317","0000","수락산늘푸른","123.8200","202510","11","78,000","105","6","개인","개인","2009","동일로242나길 20","-","중개거래","서울 노원구","25.12.03"
"43140","서울특별시 노원구 상계동","1309","1309","0000","한일유앤아이","84.9910","202510","11","81,500","101","19","개인","개인","2005","노원로28길 62","-","중개거래","서울 노원구","26.01.16"
"43141","서울특별시 노원구 상계동","749-5","0749","0005","상계주공4(고층)","49.9400","202510","11","56,500","408","12","개인","개인","1988","동일로214길 21","-","중개거래","서울 노원구","26.01.16"
"43142","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","58.0100","202510","11","72,300","322","3","개인","개인","1987","동일로215길 48","-","중개거래","서울 노원구","26.01.12"
"43143","서울특별시 노원구 상계동","730-2","0730","0002","상계주공3(고층)","58.0100","202510","11","72,500","323","11","개인","개인","1987","동일로215길 48","-","중개거래","서울 노원구","26.01.09"
"43144","서울특별시 노원구 상계동","765","0765","0000","상계주공1(고층)","41.3000","202510","11","42,000","101","4","개인","개인","1988","동일로213길 21","-","중개거래","서울 노원구","25.12.19"
"43145","서울특별시 노원구 상계동","652","0652","0000","상계주공11(고층)","49.9400","202510","11","51,000","1106","15","개인","개인","1988","동일로227길 25","-","중개거래","경기 의정부시, 서울 노원구","25.12.19"
"43146","서울특별시 노원구 상계동","1410","1410","0000","노원롯데캐슬시그니처","59.9960","202510","11","88,250","106","19","개인","개인","2023","덕릉로 753","-","중개거래","서울 노원구","25.12.19"
"43147","서울특별시 노원구 하계동","270","0270","0000","우성","84.9100","202510","11","106,800","112","15","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","26.01.30"
"43148","서울특별시 노원구 하계동","288","0288","0000","하계2현대","84.5100","202510","11","80,000","202","4","개인","개인","1997","노원로18길 19","-","중개거래","서울 노원구","25.12.12"
"43149","서울특별시 노원구 하계동","270","0270","0000","현대","71.6800","202510","11","91,000","102","7","개인","개인","1988","섬밭로 232","-","중개거래","서울 노원구","25.12.19"
"43150","서울특별시 노원구 하계동","284","0284","0000","한신1","27.0000","202510","11","29,000","3","4","개인","개인","1988","공릉로 351","-","중개거래","서울 노원구","25.12.19"
"43151","서울특별시 도봉구 창동","373","0373","0000","창동주공4단지","49.9400","202510","11","48,000","404동","10","개인","개인","1991","덕릉로 350","-","중개거래","서울 도봉구","25.11.27"
"43152","서울특별시 도봉구 창동","812","0812","0000","창동현대타운","47.7900","202510","11","36,900","101동","11","개인","개인","1999","도봉로114길 22-8","-","중개거래","서울 도봉구","25.12.01"
"43153","서울특별시 도봉구 창동","743-28","0743","0028","창동역블루핀1동","65.8300","202510","11","55,000","-","7","개인","개인","2020","마들로 550","-","중개거래","서울 노원구, 서울 동대문구","25.12.11"
"43154","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","58.0100","202510","11","55,000","312동","13","개인","개인","1990","해등로 50","-","직거래","-","25.12.16"
"43155","서울특별시 도봉구 창동","347","0347","0000","창동주공3단지(해등마을)","44.8900","202510","11","49,500","322동","11","개인","개인","1990","해등로 50","-","중개거래","서울 노원구, 서울 도봉구","26.01.08"
"43156","서울특별시 노원구 상계동","173-1","0173","0001","벽산","46.8000","202510","11","37,900","109","10","개인","개인","1989","한글비석로 396","-","중개거래","서울 노원구","25.11.07"
"43157","서울특별시 노원구 상계동","666","0666","0000","상계주공10(고층)","58.0100","202510","11","59,600","1025","10","개인","개인","1988","노원로 564","-","중개거래","서울 노원구","26.01.07"
"43158","서울특별시 노원구 상계동","670","0670","0000","상계주공9(고층)","45.9000","202510","11","41,900","908","6","개인","개인","1988","노원로 532","-","중개거래","서울 노원구","26.01.06"
"43159","서울특별시 노원구 상계동","720","0720","0000","상계주공6(고층)","59.2800","202510","11","67,000","612","2","개인","개인","1988","노해로 508","-","중개거래","서울 노원구","25.11.04"
"43160","서울특별시 노원구 상계동","173-1","0173","0001","벽산","46.8000","202510","11","37,900","-","10","개인","개인","1989","한글비석로 396","20251030","중개거래","서울 노원구","-"
"43161","서울특별시 노원구 월계동","929","0929","0000","현대","59.9500","202510","11","73,300","103","20","개인","개인","2000","석계로 49","-","중개거래","서울 노원구","25.12.19"
"43162","서울특별시 노원구 월계동","320-11","0320","0011","사슴3","33.1800","202510","11","22,000","301","2","개인","개인","1995","월계로55길 15","-","직거래","-","25.12.22"
"43163","서울특별시 노원구 월계동","951","0951","0000","월계센트럴아이파크","84.9900","202510","11","105,500","101","20","개인","개인","2020","초안산로2라길 26","-","중개거래","서울 노원구","25.12.19"
"43164","서울특별시 노원구 월계동","929","0929","0000","현대","84.9800","202510","11","83,850","108","16","개인","개인","2000","석계로 49","-","중개거래","서울 노원구, 서울 성동구","25.12.15"
"43165","서울특별시 노원구 월계동","927","0927","0000","한일2","84.8460","202510","11","62,750","201","1","개인","개인","2000","석계로13길 6-10","-","중개거래","서울 노원구","25.12.02"
"43166","서울특별시 노원구 월계동","18","0018","0000","한진한화그랑빌","84.9700","202510","11","96,500","107","21","개인","개인","2002","마들로 31","-","중개거래","서울 노원구","26.01.29"
"43167","서울특별시 노원구 월계동","13","0013","0000","삼호3","59.2200","202510","11","86,000","-","3","개인","개인","1986","마들로 111","20251124","중개거래","서울 노원구","-"
"43168","서울특별시 노원구 월계동","949","0949","0000","꿈의숲SKVIEW","84.9300","202510","11","89,000","102","15","개인","개인","2016","월계로42길 97","-","중개거래","서울 노원구","25.11.19"
"43169","서울특별시 노원구 상계동","680","0680","0000","포레나노원","59.9428","202510","11","92,000","102","10","개인","개인","2020","노원로38길 76","-","중개거래","서울 노원구","26.02.26"
"43170","서울특별시 노원구 월계동","949","0949","0000","꿈의숲SKVIEW","59.9200","202510","11","80,000","104","6","개인","개인","2016","월계로42길 97","-","중개거래","서울 노원구","25.12.26"
"43171","서울특별시 노원구 월계동","436","0436","0000","동신","70.8100","202510","11","70,000","2","2","개인","개인","1983","광운로2나길 30","-","중개거래","서울 강남구, 서울 노원구","26.01.07"
"43172","서울특별시 노원구 월계동","929","0929","0000","현대","59.9500","202510","11","73,300","-","20","개인","개인","2000","석계로 49","20251110","중개거래","서울 노원구","-"
"43173","서울특별시 강동구 강일동","114","0114","0000","강동리버스트4단지","49.8200","202510","11","78,000","-","13","개인","개인","2020","아리수로93가길 110","-","중개거래","서울 강동구","-"
"43174","서울특별시 강동구 강일동","665","0665","0000","강일리버파크1단지","84.7400","202510","11","106,000","102","11","개인","개인","2009","아리수로93가길 25","-","중개거래","서울 강동구","25.12.23"
"43175","서울특별시 강동구 강일동","72","0072","0000","힐스테이트리슈빌강일","101.8406","202510","11","147,200","505동","15","개인","개인","2023","아리수로93다길 80","-","중개거래","서울 강동구","25.12.23"
"43176","서울특별시 강동구 강일동","695","0695","0000","강일리버파크10단지","84.5300","202510","11","118,750","1003","9","개인","개인","2009","고덕로97길 20","-","중개거래","서울 강동구","26.01.28"
"43177","서울특별시 강동구 명일동","257","0257","0000","고덕주공9","83.5200","202510","11","175,000","901","6","개인","개인","1985","상암로 251","-","중개거래","서울 강동구","26.02.27"
"43178","서울특별시 강동구 명일동","54","0054","0000","한양","84.9200","202510","11","180,000","6","1","개인","개인","1986","동남로71길 19","-","중개거래","서울 강동구","26.03.16"
"43179","서울특별시 강동구 둔촌동","546","0546","0000","신성둔촌미소지움1","59.7800","202510","11","103,000","102","15","개인","개인","1998","명일로 102","-","중개거래","서울 강동구","25.12.24"
"43180","서울특별시 강동구 성내동","607","0607","0000","라움포레","59.1000","202510","11","85,000","101동","6","개인","개인","2020","천호옛6길 15","-","중개거래","서울 강동구","26.02.04"
"43181","서울특별시 강동구 성내동","590","0590","0000","성내동삼성아파트","84.9900","202510","11","131,000","204","3","개인","개인","1999","풍성로 128","-","중개거래","경기 고양시 일산서구, 서울 강동구","26.01.20"
"43182","서울특별시 강동구 천호동","566","0566","0000","천호태영아파트","114.8300","202510","11","124,000","102","13","개인","개인","1999","천호대로 1055","-","중개거래","경기 부천시 소사구, 서울 강동구","26.02.06"
"43183","서울특별시 강동구 천호동","320","0320","0000","다성이즈빌(320)","48.8200","202510","11","68,000","-","5","개인","개인","2017","올림픽로89길 39-4","-","중개거래","서울 강동구","25.12.18"
"43184","서울특별시 강동구 천호동","450","0450","0000","강동상떼빌","94.3600","202510","11","102,500","1","6","개인","개인","2007","천호대로 1065","-","직거래","-","26.03.03"
"43185","서울특별시 강동구 천호동","571","0571","0000","래미안강동팰리스","59.9800","202510","11","135,000","102동","10","개인","개인","2017","천호대로 1077","-","중개거래","서울 강동구","26.02.27"
"43186","서울특별시 강동구 천호동","19-1","0019","0001","우성","64.5300","202510","11","100,000","6","8","개인","개인","1985","구천면로 366","-","중개거래","서울 강동구","26.01.26"
"43187","서울특별시 강동구 상일동","555","0555","0000","고덕아르테스미소지움","59.9700","202510","11","140,000","103","5","개인","개인","2022","동남로 858","-","중개거래","서울 강동구","25.12.22"
"43188","서울특별시 강동구 상일동","514","0514","0000","고덕롯데캐슬베네루체","84.1460","202510","11","160,000","702","1","개인","개인","2019","상암로79길 88","-","중개거래","경기 하남시, 서울 강동구","26.03.20"
"43189","서울특별시 강동구 고덕동","693","0693","0000","고덕그라시움","59.7850","202510","11","190,000","146","13","개인","개인","2019","고덕로 333","-","중개거래","서울 강동구","26.02.27"
"43190","서울특별시 강동구 고덕동","693","0693","0000","고덕그라시움","59.0280","202510","11","207,000","107","18","개인","개인","2019","고덕로 333","-","중개거래","서울 강동구","26.02.27"
"43191","서울특별시 강동구 고덕동","312","0312","0000","배재현대","59.9400","202510","11","123,000","102","13","개인","개인","1995","고덕로61길 37","-","중개거래","서울 강동구","25.12.30"
"43192","서울특별시 강동구 명일동","251-1","0251","0001","현대(명일)","57.0900","202510","11","85,000","102","9","개인","개인","1988","양재대로134길 87","-","중개거래","서울 강동구","26.02.10"
"43193","서울특별시 강동구 명일동","332","0332","0000","명일지에스아파트","59.7900","202510","11","88,000","101","10","개인","개인","1999","상암로51길 61","-","중개거래","서울 강동구","26.04.30"
"43194","서울특별시 강동구 둔촌동","89","0089","0000","현대4","84.9400","202510","11","106,400","102","3","개인","개인","1996","진황도로61길 7","-","중개거래","서울 강동구","26.01.15"
"43195","서울특별시 강동구 암사동","509","0509","0000","선사현대아파트","72.8500","202510","11","135,000","101","24","개인","개인","2002","상암로 11","-","중개거래","서울 강동구","26.01.20"
"43196","서울특별시 강동구 암사동","413","0413","0000","프라이어팰리스","114.2720","202510","11","175,000","122","7","개인","개인","2007","고덕로 130","-","중개거래","서울 강동구","26.01.08"
"43197","서울특별시 강동구 암사동","509","0509","0000","선사현대아파트","82.9400","202510","11","138,000","106","1","개인","개인","2000","상암로 11","-","중개거래","서울 강동구, 서울 송파구","26.02.26"
